"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"119262",170563,"col","Staa",9.68,35.11,"Djebel Sidi Kralif, Krechem el Kelb, unit 1-C",NA,"",1,"Margaritatus","",189.6,183,55572,"gp_mid",20.68,25.14,"714",186.3,"pliensbachian",31769,16.9906,24.8205,40,1
"119273",170574,"col","Staa",10.13,36.37,"Djebel Zaghouan, Path to Poste Optique, bed 8",NA,"",1,"Margaritatus","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31771,18.1227,26.6986,40,1
"119274",170575,"col","Staa",10.13,36.37,"Djebel Zaghouan, Path to Poste Optique, bed 11",NA,"",1,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31771,18.1227,26.6986,40,1
"119275",170576,"col","Staa",10.13,36.37,"Djebel Zaghouan, Path to Poste Optique, bed 15",NA,"",4,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31771,18.1227,26.6986,40,1
"119276",170577,"col","Staa",10.13,36.37,"Djebel Zaghouan, Path to Poste Optique, bed 17",NA,"",3,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31771,18.1227,26.6986,40,1
"119277",170578,"col","Staa",10.13,36.37,"Djebel Zaghouan, Path to Poste Optique, bed 33",NA,"",2,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31771,18.1227,26.6986,40,1
"119278",170579,"col","Staa",10.13,36.37,"Djebel Zaghouan, Path to Poste Optique, bed 42",NA,"",1,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31771,18.1227,26.6986,40,1
"119284",170587,"col","Staa",10.13,36.38,"Djebel Zaghouan, summit of Poste Optique, bed 12",NA,"",2,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31773,18.1227,26.6986,40,1
"119285",170588,"col","Staa",10.13,36.38,"Djebel Zaghouan, summit of Poste Optique, bed 13",NA,"",1,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31773,18.1227,26.6986,40,1
"119286",170589,"col","Staa",10.13,36.38,"Djebel Zaghouan, summit of Poste Optique, bed 16",NA,"",1,"Spinatum","",189.6,183,55572,"gp_mid",21.5,26.23,"714",186.3,"pliensbachian",31773,18.1227,26.6986,40,1
"119291",170594,"col","Staa",10.07,36.35,"Djebel Zaghouan, eastern face of Mines of Djebel Staa, bed 2",NA,"",1,"Spinatum","",189.6,183,55572,"gp_mid",21.44,26.22,"714",186.3,"pliensbachian",31762,18.1227,26.6986,40,1
"119306",170610,"col","Staa",10.12,36.37,"Djebel Zaghouan, Kef el Orma Est, bed 3",NA,"",8,"Spinatum","",189.6,183,55572,"gp_mid",21.49,26.22,"714",186.3,"pliensbachian",31777,18.1227,26.6986,40,1
"119406",170922,"col","",-2.88,50.91,"Moolham (Tucher Coll.)",NA,"",1,"Spinatum","",189.6,183,52872,"gp_mid",14.24,39.15,"315",186.3,"pliensbachian",31790,18.1554,40.0902,40,1
"119516",171080,"col","",0.4,40.88,"Alfara section (Carixian)",NA,"",3,"Early Pliensbachian","",189.6,183,55676,"gp_mid",19.55,29.81,"304",186.3,"pliensbachian",31831,21.1903,29.9191,40,1
"119517",171081,"col","",0.52,40.97,"Benifallet",NA,"",1,"Jamesoni","",189.6,183,55676,"gp_mid",19.68,29.87,"304",186.3,"pliensbachian",31832,21.1903,29.9191,40,1
"119518",171082,"col","",0.83,41.02,"Vandellòs",NA,"",1,"Davoei","",189.6,183,55676,"gp_mid",19.96,29.85,"304",186.3,"pliensbachian",31833,21.1903,29.9191,40,1
"119519",171083,"col","",0.4,40.88,"Alfara section (upper Carixian)",NA,"",1,"Early Pliensbachian","",189.6,183,55676,"gp_mid",19.55,29.81,"304",186.3,"pliensbachian",31831,21.1903,29.9191,40,1
"119582",171145,"col","",-2.44,51.29,"Tyning",NA,"",1,"Jamesoni","",189.6,183,52872,"gp_mid",14.4,39.6,"315",186.3,"pliensbachian",30013,16.3135,42.3612,40,1
"119754",171321,"col","",-0.62,49.17,"Tilly-sur-Seulles (Calvados)",NA,"",1,"Jamesoni","",189.6,183,52872,"gp_mid",16.74,38.01,"305",186.3,"pliensbachian",31899,20.8693,41.3467,40,1
"119795",171363,"col","",-1.41,46.45,"Le Pont Rouge",NA,"",1,"Spinatum","",189.6,183,52872,"gp_mid",17.26,35.27,"305",186.3,"pliensbachian",31919,22.5772,39.2129,40,1
"120788",173578,"col","",13.14,47.7,"Adnet (Mittellias)",NA,"",1,"Pliensbachian","",190.8,182.7,56577,"gp_mid",34.12,31.35,"307",186.75,"pliensbachian",32100,15,47.5,40,1
"120790",173580,"col","",13.14,47.7,"Denningwaldes, near Adnet",NA,"",2,"Pliensbachian","",190.8,182.7,56577,"gp_mid",34.12,31.35,"307",186.75,"pliensbachian",32100,15,47.5,40,1
"120802",173593,"col","",14.77,38.03,"Rocche Rosse, near Galati",NA,"",30,"Early Pliensbachian","",189.6,183,56582,"gp_mid",NA,NA,"coordinates not computable using this model",186.3,"pliensbachian",32104,21.1773,25.5457,40,1
"120839",173633,"col","",9.03,48.42,"Ofterdingen, ibex zone (Rau collection)",NA,"",2,"Ibex","",189.6,183,56589,"gp_mid",24.69,39.62,"305",186.3,"pliensbachian",32121,28.2438,41.8832,40,1
"120840",173634,"col","",9.09,48.46,"Hinterweiler, ibex zone (Rau collection)",NA,"",2,"Ibex","",189.6,183,56589,"gp_mid",24.72,39.68,"305",186.3,"pliensbachian",32122,28.2438,41.8832,40,1
"120847",173641,"col","Hierlatz",17.87,47.26,"Tés, Bakony Mountains",NA,"",1,"Davoei","",189.6,183,56585,"gp_mid",36.42,28.31,"308",186.3,"pliensbachian",32125,18.75,47.5,40,1
