"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"54991",83889,"col","",-74.5,10,"Magdalena Valley, Magdalena",NA,"",1,"Barremian","",129.4,125,28105,"gp_mid",-32.04,10.64,"203",127.2,"barremian",13948,-37.7002,12.013,28,1
"54993",83891,"col","",-73.25,7,"Rio Suárez, Santander",NA,"",2,"Barremian","",129.4,125,28105,"gp_mid",-31.1,7.53,"203",127.2,"barremian",13945,-37.5594,9.5168,28,1
"55229",84211,"col","Arcillas de Morella",0.03,40.58,"Santa Agueda, Vallibona",NA,"",4,"Barremian","",129.4,125,28208,"gp_mid",23.12,26.91,"304",127.2,"barremian",14027,19.5536,26.91,28,1
"56013",85293,"col","La Pedrera de Rúbies",0.83,42.03,"La Pedrera de Meià, El Montsec",NA,"Sierra del Montsech, La Pedrera de Rubies",9,"Barremian","",129.4,125,28742,"gp_mid",24.59,27.78,"304",127.2,"barremian",14329,21.1377,28.9818,28,1
"57396",87408,"col","",-137,68.17,"NE Richardson Mountains (from 750-790 ft of upper shale-siltstone division)",NA,"",11,"Barremian","",129.4,125,29431,"gp_mid",-40.68,74.68,"101",127.2,"barremian",14867,-48.0244,75.6243,28,1
"57403",87415,"col","",-137,68.17,"NE Richardson Mountains (top 200-220 ft of upper shale-siltstone division)",NA,"",5,"Barremian","",129.4,125,29431,"gp_mid",-40.68,74.68,"101",127.2,"barremian",14867,-48.0244,75.6243,28,1
"57404",87416,"col","",-137,68.17,"NE Richardson Mountains (lower 750 ft of upper shale-siltstone division)",NA,"",3,"Barremian","",129.4,125,29431,"gp_mid",-40.68,74.68,"101",127.2,"barremian",14867,-48.0244,75.6243,28,1
"59181",89865,"col","Zapotitlan",-97.43,18.4,"San Antonio Texcala",NA,"",42,"Barremian","",129.4,125,30094,"gp_mid",-41.01,19.08,"104",127.2,"barremian",15415,-45.3608,19.1805,28,1
"65052",97673,"col","",-71.12,12.08,"Punta Espada and SE of de Cuiza, La Guajira (pg. 146)",NA,"",19,"Barremian","",129.4,125,33368,"gp_mid",-28.45,12.37,"203",127.2,"barremian",17258,-34.7695,13.7582,28,1
"65053",97674,"col","",-71.12,12.08,"Punta Espada, La Guajira - 38-42 m (pg. 148)",NA,"",23,"Barremian","",129.4,125,33368,"gp_mid",-28.45,12.37,"203",127.2,"barremian",17258,-34.7695,13.7582,28,1
"76048",112148,"col","",5.63,44.03,"Banon",NA,"",1,"Barremian","",129.4,125,36504,"gp_mid",28.99,30.46,"305",127.2,"barremian",21289,30.6948,31.7958,28,1
"76049",112149,"col","",5.68,44.05,"Combe-Petite",NA,"",4,"Barremian","",129.4,125,36504,"gp_mid",29.03,30.47,"305",127.2,"barremian",21290,30.6948,31.7958,28,1
"80934",118322,"col","La Pedrera de Rúbies",0.89,42.02,"La Pedrera de Rubies Quarry (BMNH collection)",NA,"",9,"Barremian","",129.4,125,38101,"gp_mid",24.62,27.75,"304",127.2,"barremian",22642,21.1377,28.9818,28,1
"80937",118325,"col","La Pedrera de Rúbies",0.89,42.02,"La Pedrera de Rubies (BMNH 1955 collection)",NA,"",13,"Barremian","",129.4,125,38101,"gp_mid",24.62,27.75,"304",127.2,"barremian",22642,21.1377,28.9818,28,1
"80952",118362,"col","La Pedrera de Rúbies",0.89,42.02,"La Pedrera de Rubies, Sierra del Montsech (Vidal collection)",NA,"",7,"Barremian","",129.4,125,49344,"gp_mid",24.62,27.75,"304",127.2,"barremian",22642,21.1377,28.9818,28,1
