"bin","max","min","mid","hemisphere","MST","name","max_age","mid_age","min_age","duration","abbr","color"
5,30,15,22.5,"N",22944.46,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
6,15,0,7.5,"N",16338.55,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
7,0,-15,-7.5,"S",11643.9,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
8,-15,-30,-22.5,"S",6898.91,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
9,-30,-45,-37.5,"S",5179.99,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
10,-45,-60,-52.5,"S",0,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
11,-60,-75,-67.5,"S",0,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
12,-75,-90,-82.5,"S",331.9,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
1,90,75,82.5,"N",793.46,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
2,75,60,67.5,"N",0,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
3,60,45,52.5,"N",2804.43,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
4,45,30,37.5,"N",3623.44,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
5,30,15,22.5,"N",15919.61,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
6,15,0,7.5,"N",10459.8,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
7,0,-15,-7.5,"S",5908.92,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
8,-15,-30,-22.5,"S",6498.83,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
9,-30,-45,-37.5,"S",5110.73,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
10,-45,-60,-52.5,"S",0,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
11,-60,-75,-67.5,"S",0,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
12,-75,-90,-82.5,"S",2.92,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
1,90,75,82.5,"N",2819.03,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
2,75,60,67.5,"N",0,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
3,60,45,52.5,"N",2013.42,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
4,45,30,37.5,"N",12958.19,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
5,30,15,22.5,"N",14636.32,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
6,15,0,7.5,"N",11565.49,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
7,0,-15,-7.5,"S",11625.73,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
8,-15,-30,-22.5,"S",2614.03,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
9,-30,-45,-37.5,"S",3875.34,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
10,-45,-60,-52.5,"S",1499.84,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
11,-60,-75,-67.5,"S",0,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
12,-75,-90,-82.5,"S",0,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
1,90,75,82.5,"N",2474.98,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
2,75,60,67.5,"N",0,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
3,60,45,52.5,"N",1322.81,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
4,45,30,37.5,"N",6820.36,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
5,30,15,22.5,"N",12316.72,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
6,15,0,7.5,"N",13105.88,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
7,0,-15,-7.5,"S",12642.69,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
8,-15,-30,-22.5,"S",10755.73,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
9,-30,-45,-37.5,"S",2533.18,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
10,-45,-60,-52.5,"S",435.19,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
11,-60,-75,-67.5,"S",0,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
12,-75,-90,-82.5,"S",20.46,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
1,90,75,82.5,"N",1948.36,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
2,75,60,67.5,"N",2875.67,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
3,60,45,52.5,"N",3246.3,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
4,45,30,37.5,"N",7638.39,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
5,30,15,22.5,"N",22203.87,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
6,15,0,7.5,"N",11242.02,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
7,0,-15,-7.5,"S",13240.34,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
8,-15,-30,-22.5,"S",10915.27,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
9,-30,-45,-37.5,"S",3861.58,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
10,-45,-60,-52.5,"S",4415.27,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
11,-60,-75,-67.5,"S",868.55,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
12,-75,-90,-82.5,"S",400.28,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
1,90,75,82.5,"N",563.32,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
2,75,60,67.5,"N",4194.24,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
3,60,45,52.5,"N",7524.07,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
4,45,30,37.5,"N",15277.97,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
5,30,15,22.5,"N",19987.31,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
6,15,0,7.5,"N",19708.93,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
7,0,-15,-7.5,"S",13613.1,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
8,-15,-30,-22.5,"S",10205.22,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
9,-30,-45,-37.5,"S",6257.31,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
10,-45,-60,-52.5,"S",9443.21,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
11,-60,-75,-67.5,"S",0,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
12,-75,-90,-82.5,"S",728.06,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
1,90,75,82.5,"N",2088.19,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
2,75,60,67.5,"N",1615.06,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
3,60,45,52.5,"N",9767.44,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
4,45,30,37.5,"N",17122.66,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
5,30,15,22.5,"N",20848.91,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
6,15,0,7.5,"N",19357.4,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
7,0,-15,-7.5,"S",15161.89,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
8,-15,-30,-22.5,"S",11587.49,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
9,-30,-45,-37.5,"S",8109.19,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
10,-45,-60,-52.5,"S",1785.7,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
11,-60,-75,-67.5,"S",1015.36,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
12,-75,-90,-82.5,"S",1055.75,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
1,90,75,82.5,"N",1379.13,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
2,75,60,67.5,"N",1809.03,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
3,60,45,52.5,"N",8539.68,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
4,45,30,37.5,"N",18375.68,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
5,30,15,22.5,"N",20496.66,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
6,15,0,7.5,"N",21792.2,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
7,0,-15,-7.5,"S",12224.35,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
8,-15,-30,-22.5,"S",11704.11,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
9,-30,-45,-37.5,"S",6294.79,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
10,-45,-60,-52.5,"S",6476.61,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
11,-60,-75,-67.5,"S",7025.44,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
12,-75,-90,-82.5,"S",147.46,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
1,90,75,82.5,"N",279.38,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
2,75,60,67.5,"N",3551.58,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
3,60,45,52.5,"N",678.95,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
4,45,30,37.5,"N",20564.95,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
5,30,15,22.5,"N",19228.53,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
6,15,0,7.5,"N",23385.02,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
7,0,-15,-7.5,"S",25239.37,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
8,-15,-30,-22.5,"S",16989.54,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
9,-30,-45,-37.5,"S",2361.56,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
10,-45,-60,-52.5,"S",14656.24,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
11,-60,-75,-67.5,"S",10014.35,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
12,-75,-90,-82.5,"S",454.07,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
1,90,75,82.5,"N",0,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
2,75,60,67.5,"N",2614.02,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
3,60,45,52.5,"N",6459.93,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
4,45,30,37.5,"N",7701.15,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
5,30,15,22.5,"N",21116.15,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
6,15,0,7.5,"N",22345.52,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
7,0,-15,-7.5,"S",20296.56,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
8,-15,-30,-22.5,"S",16871.6,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
9,-30,-45,-37.5,"S",15954.23,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
10,-45,-60,-52.5,"S",18146.86,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
11,-60,-75,-67.5,"S",10078,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
12,-75,-90,-82.5,"S",0,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
1,90,75,82.5,"N",0,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
2,75,60,67.5,"N",3589.48,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
3,60,45,52.5,"N",7008.64,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
4,45,30,37.5,"N",10946.43,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
5,30,15,22.5,"N",16758.48,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
6,15,0,7.5,"N",24277.26,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
7,0,-15,-7.5,"S",20665.76,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
8,-15,-30,-22.5,"S",11068.11,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
9,-30,-45,-37.5,"S",14997.67,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
10,-45,-60,-52.5,"S",18151.15,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
11,-60,-75,-67.5,"S",5655.3,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
12,-75,-90,-82.5,"S",0,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
1,90,75,82.5,"N",0,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
2,75,60,67.5,"N",2290.34,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
3,60,45,52.5,"N",3410.53,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
4,45,30,37.5,"N",10678.58,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
5,30,15,22.5,"N",22838.74,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
6,15,0,7.5,"N",23015.89,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
7,0,-15,-7.5,"S",21542.09,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
8,-15,-30,-22.5,"S",19647.89,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
9,-30,-45,-37.5,"S",15077.71,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
10,-45,-60,-52.5,"S",16412.92,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
11,-60,-75,-67.5,"S",3609.63,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
12,-75,-90,-82.5,"S",0,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
