"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number"
"109742",155381,"col","Ulukla",35,37.62,"Ulukla Fm, between the Ardçl and mrahor logs",NA,"",8,"Thanetian","",59.2,56,50684,"gp_mid",37.6,24.06,"504",57.6,"thanetian",29375,31.4016,29.543,17
"110031",155900,"col","Salt Mountain Limestone",-87.92,31.43,"USGS Loc. 2646 - Salt Mountain [Salt Mountain Lmst]",NA,"",2,"Thanetian","",59.2,56,32912,"gp_mid",-60.91,35.57,"109",57.6,"thanetian",3982,-67.8548,33.5914,17
"110032",155901,"col","Salt Mountain Limestone",-87.92,31.43,"USGS Loc. 13395 - Richmond Branch [Salt Mountain Lmst]",NA,"",2,"Thanetian","",59.2,56,32912,"gp_mid",-60.91,35.57,"109",57.6,"thanetian",3982,-67.8548,33.5914,17
"110630",157012,"col","Cabo de Lata",-3.83,43.49,"Cabo Mayor 10",NA,"",1,"Thanetian","",59.2,56,45052,"gp_mid",4.89,33.65,"304",57.6,"thanetian",29586,-4.2637,36.8823,17
"110633",157015,"col","Cabo de Lata",-1.78,42.91,"Navarra Casas de Oraien",NA,"",8,"Thanetian","",59.2,56,45052,"gp_mid",6.57,32.88,"304",57.6,"thanetian",29589,-0.8103,36.8048,17
"110641",157024,"col","Cabo de Lata",-1.79,42.92,"Navarra Larumbe",NA,"",5,"Thanetian","",59.2,56,45052,"gp_mid",6.56,32.88,"304",57.6,"thanetian",29591,-0.8103,36.8048,17
"112818",160381,"col","Hannut",5.01,50.68,"Wansin [Hannut Fm]",NA,"",1,"Thanetian","",59.2,56,52290,"gp_mid",12.38,40.58,"315",57.6,"thanetian",30311,1.7834,44.5577,17
"112822",160387,"col","",63.21,52.97,"Sokolovsky Quarry",NA,"",1,"Thanetian","",59.2,56,52290,"gp_mid",60.41,44.79,"402",57.6,"thanetian",30315,56.6222,50.9511,17
"114272",162205,"col","",-6.23,56.34,"Isle of Mull (Seward collection)",NA,"",1,"Thanetian","",59.2,56,5043,"gp_mid",3.9,46.83,"303",57.6,"thanetian",21685,-8.5281,51.847,17
"114276",162250,"col","Kamchik",163.78,60.92,"Unspecified localities [Kamchik Fm]",NA,"",8,"Thanetian","",59.2,56,52858,"gp_mid",153.15,70.64,"405",57.6,"thanetian",30655,164.3938,68.8401,17
"116444",165994,"col","Aquia",-76.75,38.82,"Upper Marlboro (Aquia Fm)",NA,"",1,"Thanetian","",59.2,56,54247,"gp_mid",-46.98,39.6,"109",57.6,"thanetian",31179,-54.9529,39.1212,17
"116445",165995,"col","Aquia",-76.79,38.87,"3 miles west of Leeland (Maryland Geological Survey coll)",NA,"",1,"Thanetian","",59.2,56,54247,"gp_mid",-47.01,39.65,"109",57.6,"thanetian",31180,-54.9529,39.1212,17
"116446",165996,"col","Aquia",-76.48,38.99,"Mouth of Severn River, opposite Annapolis",NA,"",1,"Thanetian","",59.2,56,54247,"gp_mid",-46.65,39.68,"109",57.6,"thanetian",31181,-54.9529,39.1212,17
"116485",166042,"col","",-119.04,34.44,"UCMP 3763, Simi Hills, Calabasas",NA,"",1,"Thanetian","",59.2,56,54289,"gp_mid",-90.01,42.17,"105",57.6,"thanetian",31200,-99.2121,36.6971,17
"116493",166081,"col","Soldado",-61.35,10.08,"Marac Quarry (Rutsch locality 22)",NA,"",3,"Thanetian","",59.2,56,27690,"gp_mid",-41.62,6.74,"201",57.6,"thanetian",31204,-45.826,6.1708,17
"116495",166086,"col","Santa Susana",-118.72,34.26,"UCMP 7016, Simi Valley, Santa Susana",NA,"",1,"Thanetian","",59.2,56,54289,"gp_mid",-89.71,41.94,"105",57.6,"thanetian",31205,-99.2121,36.6971,17
"116499",166096,"col","Santa Susana",-118.74,34.24,"UCMP 3820, Simi Hills, Calabasas",NA,"",1,"Thanetian","",59.2,56,54289,"gp_mid",-89.73,41.94,"105",57.6,"thanetian",31208,-99.2121,36.6971,17
"117063",167205,"col","Aquia",-77.01,38.74,"Fort Washington Construction Site",NA,"",1,"Thanetian","",59.2,56,54562,"gp_mid",-47.27,39.59,"109",57.6,"thanetian",31389,-59.2504,37.2781,17
"117552",167877,"col","Salamanca",-67.12,-45.4,"Puerto Visser - Nivel 151",NA,"",1,"Thanetian","",59.2,56,54874,"gp_mid",-56.82,-47.34,"291",57.6,"thanetian",31540,-54.2935,-48.7461,17
"117554",167879,"col","Río Chico",-67.12,-45.4,"Puerto Visser - Nivel 115",NA,"",1,"Thanetian","",59.2,56,54874,"gp_mid",-56.82,-47.34,"291",57.6,"thanetian",31540,-54.2935,-48.7461,17
"117555",167880,"col","Río Chico",-67.12,-45.4,"Puerto Visser - Nivel 142",NA,"",1,"Thanetian","",59.2,56,54874,"gp_mid",-56.82,-47.34,"291",57.6,"thanetian",31540,-54.2935,-48.7461,17
"117595",167921,"col","Salamanca",-67.12,-45.4,"Puerto Visser",NA,"",26,"Thanetian","",59.2,56,54876,"gp_mid",-56.82,-47.34,"291",57.6,"thanetian",31540,-54.2935,-48.7461,17
"117602",167933,"col","",12.98,47.94,"Kch 6, Kroisbach, Haunsberg near St. Pankraz",NA,"",1,"Thanetian","",59.2,56,29379,"gp_mid",18.89,37.59,"305",57.6,"thanetian",31553,8.4561,39.5002,17
"117603",167934,"col","",12.98,47.94,"Kroisbachgraben, Salzburg",NA,"",1,"Thanetian","",59.2,56,54938,"gp_mid",18.89,37.59,"305",57.6,"thanetian",31553,8.4561,39.5002,17
"117614",167948,"col","",1.75,6.29,"Adabion (Oppenheim collection)",NA,"",18,"Thanetian","",59.2,56,28131,"gp_mid",1.83,-5.63,"714",57.6,"thanetian",31557,-4.9649,0.2348,17
"117783",168382,"col","Soldado",-61.46,10.29,"Vista Bella Estate (Rutsch locality 25)",NA,"",1,"Thanetian","",59.2,56,27690,"gp_mid",-41.69,6.95,"201",57.6,"thanetian",31576,-45.826,6.1708,17
"119437",170996,"col","Sepultura",-115.53,29.78,"Sepultura Formation, Mesa San Carlos",NA,"",10,"Thanetian","",59.2,56,55653,"gp_mid",NA,NA,"coordinates not computable using this model",57.6,"thanetian",31800,NA,NA,17
"120597",172933,"col","Garra",31.61,23.42,"Bir Dungul (section B) (=BDB)",NA,"",2,"Thanetian","",59.2,56,56227,"gp_mid",32.96,6.69,"715",57.6,"thanetian",32056,25.4376,12.4116,17
"120598",172934,"col","Garra",31.34,23.29,"Lake Nasser",NA,"",2,"Thanetian","",59.2,56,56227,"gp_mid",32.71,6.59,"715",57.6,"thanetian",32057,25.4376,12.4116,17
"120729",173476,"col","Pendleton",-93.5,31.47,"Sabine Parish",NA,"",27,"Thanetian","",59.2,56,56523,"gp_mid",-66.53,37.05,"101",57.6,"thanetian",32087,-75.3626,34.7961,17
"120730",173477,"col","Marthaville",-93.5,31.47,"Sabine Parish",NA,"",0,"Thanetian","",59.2,56,56523,"gp_mid",-66.53,37.05,"101",57.6,"thanetian",32087,-75.3626,34.7961,17
"122217",176065,"col","Cayara",-66.53,-19.05,"Wila Apacheta",NA,"Vela Pachita",5,"Thanetian","",59.2,56,19694,"gp_mid",-50.78,-21.43,"201",57.6,"thanetian",32369,-53.7117,-23.7503,17
"122311",176206,"col","Kamyshin",44.42,41.32,"Loznoe",NA,"",4,"Thanetian","",59.2,56,57846,"gp_mid",46.19,31.64,"511",57.6,"thanetian",32386,40.6802,39.3907,17
"122494",176456,"col","Sepultura",-115.53,29.78,"PU 1334 – Float material along the southern branch of Cajiloa Creek",NA,"",17,"Thanetian","",59.2,56,58068,"gp_mid",NA,NA,"coordinates not computable using this model",57.6,"thanetian",31800,NA,NA,17
"122495",176457,"col","Sepultura",-115.52,29.76,"PU 1300-2 - 1.6 km north and 3.7 km east of intersection of Cajiloa Creek",NA,"",4,"Thanetian","",59.2,56,58068,"gp_mid",NA,NA,"coordinates not computable using this model",57.6,"thanetian",32451,NA,NA,17
"123398",177978,"col","Sables de Bracheux",2.15,49.36,"Abbecourt",NA,"",7,"Thanetian","",59.2,56,58869,"gp_mid",9.87,39.39,"315",57.6,"thanetian",32682,1.7834,44.5577,17
"123463",178041,"col","Châlons-sur-Vesle",3.82,49.29,"Jonchery-sur-Vesle",NA,"",14,"Thanetian","",59.2,56,58192,"gp_mid",11.26,39.25,"315",57.6,"thanetian",32690,1.7834,44.5577,17
"123498",178086,"col","",0.03,49.33,"Chenay",NA,"",34,"Thanetian","",59.2,56,26566,"gp_mid",8.08,39.47,"305",57.6,"thanetian",32706,-1.5943,44.4664,17
"125446",180732,"col","",143.18,-38.73,"North of Pebble Point",NA,"",1,"Thanetian","",59.2,56,60019,"gp_mid",163.4,-58.83,"801",57.6,"thanetian",33253,145.2528,-61.4435,17
"125447",180733,"col","Pebble Point",143.18,-38.73,"Pebble Point (AM cephalopod collection)",NA,"",1,"Thanetian","",59.2,56,60019,"gp_mid",163.41,-58.84,"801",57.6,"thanetian",33253,145.2528,-61.4435,17
"125448",180734,"col","Pebble Point",143.18,-38.73,"Pebble Point (Tate Museum collection)",NA,"",1,"Thanetian","",59.2,56,60019,"gp_mid",163.41,-58.84,"801",57.6,"thanetian",33253,145.2528,-61.4435,17
"125501",180791,"col","",4.03,49.23,"Louvois",NA,"20 km south of Reims",6,"Thanetian","",59.2,56,60040,"gp_mid",11.43,39.17,"315",57.6,"thanetian",33259,1.7834,44.5577,17
"125669",181073,"col","",3.72,48.72,"Sézanne (Munier-Chalmas collection)",NA,"",5,"Thanetian","",59.2,56,60151,"gp_mid",11.12,38.68,"305",57.6,"thanetian",33300,1.9256,42.0598,17
"126470",182623,"col","Navarri",0.78,42.27,"Campo",NA,"",1,"Thanetian","",59.2,56,60814,"gp_mid",8.69,32,"304",57.6,"thanetian",33496,-0.8103,36.8048,17
"127204",183771,"col","Sables de Bracheux",2.15,49.36,"Abbecourt (Pacaud collection)",NA,"",1,"Thanetian","",59.2,56,61368,"gp_mid",9.87,39.39,"315",57.6,"thanetian",32682,1.7834,44.5577,17
